outcome,weightclass,time_format,title,r_kd,r_sub.att,r_rev.,r_ctrl_s,r_sig_str_percent,r_sig_str_att,r_total_str_percent,r_total_str_att,r_td_percent,r_td_att,r_head_percent,r_head_att,r_body_percent,r_body_att,r_leg_percent,r_leg_att,r_distance_percent,r_distance_att,r_clinch_percent,r_clinch_att,r_ground_percent,r_ground_att,r_avg_time_s,r_wins,r_losses,r_draws,r_win_streak,r_loss_streak,r_longest_win_streak,r_percent_title_bouts,r_percent_win_by_ko/tko,r_percent_win_by_sub,r_percent_win_by_dec,r_percent_win_by_doctor_stoppage,r_percent_loss_by_ko/tko,r_percent_loss_by_sub,r_percent_loss_by_dec,r_percent_loss_by_doctor_stoppage,b_kd,b_sub.att,b_rev.,b_ctrl_s,b_sig_str_percent,b_sig_str_att,b_total_str_percent,b_total_str_att,b_td_percent,b_td_att,b_head_percent,b_head_att,b_body_percent,b_body_att,b_leg_percent,b_leg_att,b_distance_percent,b_distance_att,b_clinch_percent,b_clinch_att,b_ground_percent,b_ground_att,b_avg_time_s,b_wins,b_losses,b_draws,b_win_streak,b_loss_streak,b_longest_win_streak,b_percent_title_bouts,b_percent_win_by_ko/tko,b_percent_win_by_sub,b_percent_win_by_dec,b_percent_win_by_doctor_stoppage,b_percent_loss_by_ko/tko,b_percent_loss_by_sub,b_percent_loss_by_dec,b_percent_loss_by_doctor_stoppage,date,r_height,r_reach,r_stance,r_dob,b_height,b_reach,b_stance,b_dob
B,Middleweight,5 Rnd (5-5-5-5-5),False,0.07142857142857142,0.5714285714285714,0.07142857142857142,232.07142857142858,0.4495741819811743,159.35714285714286,0.5203784570596798,196.28571428571428,0.4426229508196722,4.357142857142857,0.39563230066023364,140.64285714285714,0.8125,10.285714285714286,0.9067796610169492,8.428571428571429,0.4193061840120663,142.07142857142858,0.6636363636363637,7.857142857142857,0.7272727272727272,9.428571428571429,980.5,9,4,0,9,4,9,0.07692307692307693,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,41.666666666666664,0.5013850415512465,96.26666666666667,0.5405236907730673,106.93333333333334,0.25,0.5333333333333333,0.4089184060721063,70.26666666666667,0.7212389380530974,15.066666666666666,0.7926829268292682,10.933333333333334,0.458528951486698,85.2,0.796116504854369,6.866666666666666,0.8888888888888888,4.2,724.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,72.0,74.0,Southpaw,7484832.0,71.0,77.0,Switch,4482432.0
R,Lightweight,3 Rnd (5-5-5),False,0.25,0.0,0.0,289.375,0.4511627906976744,107.5,0.5596330275229358,149.875,0.3333333333333333,9.0,0.35454545454545455,82.5,0.7313432835820896,16.75,0.8484848484848485,8.25,0.38857142857142857,87.5,0.6666666666666666,5.25,0.7457627118644068,14.75,818.25,6,2,0,6,2,6,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.25,0.375,0.0,22.875,0.3941411451398136,93.875,0.43727598566308246,104.625,0.5,0.25,0.30333333333333334,75.0,0.7105263157894737,14.25,0.8918918918918919,4.625,0.3724035608308605,84.25,0.6216216216216216,4.625,0.55,5.0,544.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,67.0,72.0,Orthodox,8449920.0,68.0,69.0,Southpaw,6026400.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.3333333333333333,26.333333333333332,0.5130111524163569,179.33333333333334,0.521311475409836,203.33333333333334,0.0,0.3333333333333333,0.26860841423948223,103.0,0.7999999999999999,31.666666666666668,0.873134328358209,44.666666666666664,0.49404761904761907,168.0,0.9230769230769231,4.333333333333333,0.7142857142857143,7.0,900.0,2,1,0,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.6428571428571429,14.0,0.7368421052631579,19.0,0.0,0.0,0.375,8.0,1.0,2.0,1.0,4.0,0.6153846153846154,13.0,1.0,1.0,0.0,0.0,112.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,75.0,71.0,Orthodox,6575040.0,74.0,79.0,Switch,8065440.0
R,Featherweight,3 Rnd (5-5-5),False,0.2,1.2,0.2,346.4,0.5555555555555556,28.8,0.7673267326732673,80.8,0.4285714285714286,5.6,0.48333333333333334,24.0,0.9411764705882354,3.4,0.8571428571428572,1.4,0.45783132530120474,16.6,0.7,2.0,0.6862745098039216,10.2,576.4,4,1,0,4,1,4,0.0,0.0,0.25,0.75,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,133.0,0.4934210526315789,152.0,0.5497076023391813,171.0,0.0,0.0,0.3368421052631579,95.0,0.7272727272727273,22.0,0.7714285714285715,35.0,0.4462809917355372,121.0,0.0,0.0,0.6774193548387096,31.0,655.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,68.0,70.0,Orthodox,6581088.0,71.0,71.0,Orthodox,6652800.0
R,Lightweight,3 Rnd (5-5-5),False,1.0,0.0,0.0,16.0,0.53125,64.0,0.53125,64.0,0.0,1.0,0.48214285714285715,56.0,0.8571428571428571,7.0,1.0,1.0,0.5,60.0,1.0,4.0,0.0,0.0,207.0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,0.4411764705882353,51.0,0.4411764705882353,51.0,0.0,0.0,0.4148936170212766,47.0,0.6,2.5,1.0,1.5,0.391304347826087,46.0,0.0,0.0,0.9,5.0,323.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,70.0,73.0,--,7960896.0,69.0,70.0,Orthodox,7291296.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.1,0.2,154.3,0.412,125.0,0.49292929292929294,148.5,0.30303030303030304,3.3,0.33262935586061243,94.7,0.596774193548387,18.6,0.7606837606837608,11.7,0.33975659229208927,98.6,0.6979166666666667,19.2,0.6388888888888888,7.2,826.8,5,3,1,5,3,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,54.75,0.49233390119250425,73.375,0.5179968701095462,79.875,0.35,2.5,0.3822843822843823,53.625,0.7181818181818181,13.75,0.9583333333333334,6.0,0.46586345381526106,62.25,0.5483870967741935,3.875,0.6896551724137931,7.25,657.625,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,71.0,74.0,Orthodox,4694112.0,71.0,70.0,Orthodox,4555872.0
B,Flyweight,3 Rnd (5-5-5),False,0.0,0.5,0.0,12.0,0.48148148148148145,13.5,0.5,14.0,0.25,2.0,0.5384615384615384,6.5,0.6,2.5,0.3333333333333333,4.5,0.48148148148148145,13.5,0.0,0.0,0.0,0.0,235.5,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23943661971830985,71.0,0.35514018691588783,107.0,0.0,0.0,0.10909090909090909,55.0,0.6,10.0,0.8333333333333334,6.0,0.22857142857142856,70.0,1.0,1.0,0.0,0.0,733.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,67.0,68.0,Orthodox,6526656.0,64.0,67.0,Orthodox,8227872.0
R,Bantamweight,3 Rnd (5-5-5),False,0.2727272727272727,0.7272727272727273,0.45454545454545453,289.45454545454544,0.48688711516533634,79.72727272727273,0.6412742382271468,131.27272727272728,0.5588235294117647,3.090909090909091,0.451527224435591,68.45454545454545,0.537037037037037,4.909090909090909,0.8285714285714286,6.363636363636363,0.4328571428571429,63.63636363636363,0.6071428571428571,2.5454545454545454,0.7181208053691275,13.545454545454545,778.6363636363636,7,3,1,7,3,7,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.40425531914893614,47.0,0.40425531914893614,47.0,0.0,0.0,0.40476190476190477,42.0,0.0,3.0,1.0,2.0,0.35714285714285715,42.0,0.0,0.0,0.8,5.0,195.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,69.0,73.0,Orthodox,5581440.0,68.0,70.0,Orthodox,8304768.0
R,Flyweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,41.0,0.4860335195530726,89.5,0.5027027027027027,92.5,0.2222222222222222,4.5,0.4172661870503597,69.5,0.6785714285714286,14.0,0.8333333333333334,6.0,0.4507042253521127,71.0,0.6,17.5,1.0,1.0,548.0,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.8,5.0,0.8,5.0,1.0,1.0,0.6666666666666666,3.0,0.0,0.0,1.0,2.0,0.8,5.0,0.0,0.0,0.0,0.0,82.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,68.0,67.0,Orthodox,7515072.0,66.0,69.0,Orthodox,7096032.0
R,Women's Flyweight Bout,3 Rnd (5-5-5),False,0.0,2.0,0.0,296.0,0.3829787234042553,47.0,0.45454545454545453,55.0,0.14285714285714285,7.0,0.24242424242424243,33.0,0.7,10.0,0.75,4.0,0.325,40.0,0.7142857142857143,7.0,0.0,0.0,687.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4642857142857143,56.0,0.627906976744186,86.0,0.0,1.0,0.2702702702702703,37.0,0.8,10.0,0.8888888888888888,9.0,0.45454545454545453,55.0,1.0,1.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,69.0,71.0,Orthodox,10070784.0,66.0,66.0,Southpaw,7452000.0
B,Light Heavyweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,260.0,0.674074074074074,67.5,0.7151515151515152,82.5,0.0,3.0,0.5421686746987951,41.5,0.8823529411764706,17.0,0.8888888888888888,9.0,0.5714285714285714,45.5,0.8863636363636364,22.0,0.0,0.0,618.0,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.3836317135549872,78.2,0.40686274509803927,81.6,0.0,0.2,0.303951367781155,65.8,0.7608695652173914,9.2,0.9375,3.2,0.3573407202216066,72.2,0.7000000000000001,6.0,0.0,0.0,534.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16869600.0,74.0,76.0,Orthodox,5727456.0,75.0,78.0,Switch,7608384.0
R,Bantamweight,5 Rnd (5-5-5-5-5),True,0.47058823529411764,0.5882352941176471,0.0,222.47058823529412,0.5181278839815425,89.23529411764706,0.5724248927038627,109.6470588235294,0.5925925925925927,3.176470588235294,0.4670763827919227,67.0,0.6442953020134228,8.764705882352942,0.6899563318777293,13.470588235294118,0.4874418604651163,63.23529411764706,0.6511627906976745,2.5294117647058822,0.5864661654135339,23.470588235294116,633.1764705882352,15,2,0,15,2,15,0.6470588235294118,0.4666666666666667,0.2,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,23.181818181818183,0.39842597147073294,184.8181818181818,0.4358154408405665,199.0,0.5,0.36363636363636365,0.3357798165137615,148.63636363636363,0.5583756345177665,17.90909090909091,0.7512437810945273,18.272727272727273,0.37174721189591076,171.1818181818182,0.7352941176470589,6.181818181818182,0.7317073170731707,7.454545454545454,819.1818181818181,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,68.0,69.0,Orthodox,5809536.0,69.0,68.0,Orthodox,5753376.0
R,Lightweight,3 Rnd (5-5-5),False,0.22580645161290322,1.2903225806451613,0.1935483870967742,115.09677419354838,0.5345195729537366,45.32258064516129,0.6152112676056338,57.25806451612903,0.40476190476190477,2.7096774193548385,0.44616977225672877,31.161290322580644,0.691029900332226,9.709677419354838,0.8115942028985508,4.451612903225806,0.4454638124362895,31.64516129032258,0.7405660377358491,6.838709677419355,0.7405660377358491,6.838709677419355,417.3225806451613,21,9,1,21,9,21,0.0967741935483871,0.14285714285714285,0.7619047619047619,0.09523809523809523,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.3333333333333333,0.5714285714285714,0.047619047619047616,228.33333333333334,0.4922279792746114,73.52380952380952,0.537345513164965,88.61904761904762,0.34210526315789475,3.619047619047619,0.40086206896551724,55.23809523809524,0.708,11.904761904761905,0.880597014925373,6.380952380952381,0.43115318416523235,55.333333333333336,0.6648648648648647,8.80952380952381,0.6903553299492385,9.380952380952381,570.2380952380952,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,70.0,74.0,Orthodox,6245856.0,70.0,72.0,Southpaw,6104160.0
R,Welterweight,3 Rnd (5-5-5),False,0.5,0.5,0.0,50.5,0.6065573770491803,30.5,0.6712328767123288,36.5,1.0,0.5,0.5333333333333333,22.5,0.75,6.0,1.0,2.0,0.5555555555555556,27.0,1.0,0.5,1.0,3.0,238.0,2,0,0,2,0,2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.5821917808219178,73.0,0.5919540229885057,87.0,0.3333333333333333,7.5,0.4948453608247423,48.5,0.7272727272727273,16.5,0.8125,8.0,0.5702479338842975,60.5,0.7142857142857143,7.0,0.5454545454545454,5.5,472.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,73.0,73.0,Orthodox,6894720.0,73.0,77.0,Southpaw,6005664.0
R,Featherweight,3 Rnd (5-5-5),False,0.3076923076923077,0.07692307692307693,0.07692307692307693,88.07692307692308,0.45685279187817257,106.07692307692308,0.5047199496538703,122.23076923076923,0.22,3.8461538461538463,0.37316176470588236,83.6923076923077,0.7376237623762376,15.538461538461538,0.8426966292134832,6.846153846153846,0.41191489361702127,90.38461538461539,0.6493506493506493,5.923076923076923,0.7559055118110236,9.76923076923077,769.3846153846154,8,5,0,8,5,8,0.0,0.375,0.125,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.3333333333333333,102.83333333333333,0.4924137931034483,120.83333333333333,0.5250596658711217,139.66666666666666,0.6250000000000001,1.3333333333333333,0.4448336252189142,95.16666666666667,0.5595238095238095,14.0,0.8,11.666666666666666,0.44880546075085326,97.66666666666667,0.7047619047619048,17.5,0.5882352941176471,5.666666666666667,552.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,67.0,71.0,Orthodox,6814368.0,69.0,72.0,Orthodox,5815584.0
R,Middleweight,3 Rnd (5-5-5),False,0.2,0.1,0.1,76.1,0.47063142437591776,136.2,0.5076108537392455,151.1,0.25,0.8,0.4157303370786517,115.7,0.7538461538461539,13.0,0.8266666666666667,7.5,0.39126117179741804,100.7,0.6802973977695168,26.9,0.744186046511628,8.6,652.3,4,5,1,4,5,4,0.0,0.5,0.25,0.25,0.0,0.2,0.2,0.6,0.0,0.4666666666666667,0.06666666666666667,0.06666666666666667,178.26666666666668,0.47392996108949415,85.66666666666667,0.5384615384615384,103.13333333333334,0.2638888888888889,4.8,0.41125954198473286,69.86666666666666,0.7580645161290323,12.4,0.7254901960784315,3.4,0.39468085106382983,62.666666666666664,0.6735751295336787,12.866666666666667,0.7105263157894738,10.133333333333333,717.9333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,73.0,74.0,Orthodox,6352992.0,73.0,75.0,Southpaw,5459616.0
B,Women's Flyweight Bout,3 Rnd (5-5-5),False,0.0,0.3333333333333333,0.16666666666666666,193.83333333333334,0.44189852700491,101.83333333333333,0.5687772925764192,152.66666666666666,0.619047619047619,3.5,0.34680851063829793,78.33333333333333,0.7,15.0,0.8627450980392156,8.5,0.39371534195933455,90.16666666666667,0.7222222222222222,3.0,0.8461538461538461,8.666666666666666,722.5,4,2,0,4,2,4,0.0,0.0,0.25,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,424.0,0.39622641509433965,88.33333333333333,0.5806451612903225,165.33333333333334,0.3529411764705882,5.666666666666667,0.3188405797101449,69.0,0.653846153846154,17.333333333333332,0.8333333333333334,2.0,0.32710280373831774,71.33333333333333,0.6499999999999999,6.666666666666667,0.7096774193548386,10.333333333333334,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,63.0,65.0,Southpaw,8677152.0,67.0,68.0,Orthodox,6047136.0
R,Bantamweight,3 Rnd (5-5-5),False,0.4,0.0,0.2,32.0,0.43614457831325304,83.0,0.44019138755980863,83.6,0.16666666666666669,1.2,0.35562310030395133,65.8,0.6521739130434783,9.2,0.85,8.0,0.42131979695431476,78.8,0.7142857142857143,2.8,0.7142857142857143,1.4,720.6,3,2,0,3,2,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,0.25,0.0,0.0,73.25,0.4865771812080537,149.0,0.5221238938053098,169.5,0.45454545454545453,2.75,0.4065040650406504,123.0,0.85,20.0,0.9166666666666666,6.0,0.4662813102119461,129.75,0.6666666666666666,7.5,0.5957446808510638,11.75,717.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,68.0,68.0,Orthodox,5642784.0,67.0,69.0,Orthodox,7409664.0
R,Featherweight,3 Rnd (5-5-5),False,0.0,0.6666666666666666,0.0,149.66666666666666,0.44529262086514,65.5,0.49327354260089684,74.33333333333333,0.23333333333333334,5.0,0.34680134680134683,49.5,0.7205882352941175,11.333333333333334,0.8214285714285714,4.666666666666667,0.39939939939939945,55.5,0.6964285714285714,9.333333333333334,0.75,0.6666666666666666,613.6666666666666,1,4,0,1,4,1,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,103.0,0.5842105263157895,190.0,0.6116504854368932,206.0,0.14285714285714285,7.0,0.4626865671641791,134.0,0.6470588235294118,17.0,0.9743589743589743,39.0,0.5879120879120879,182.0,0.6,5.0,0.3333333333333333,3.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,71.0,71.0,Switch,6721056.0,68.0,68.0,Switch,6477408.0
R,Women's Strawweight,3 Rnd (5-5-5),False,0.25,0.0,0.0,57.5,0.4240331491712707,181.0,0.45685279187817257,197.0,0.5,1.0,0.3076923076923077,139.75,0.7653061224489796,24.5,0.8955223880597015,16.75,0.39663093415007655,163.25,0.6666666666666666,15.75,0.75,2.0,715.75,1,3,0,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,32.333333333333336,0.3895071542130366,209.66666666666666,0.42011834319526625,225.33333333333334,0.5,1.3333333333333333,0.3106212424849699,166.33333333333334,0.6493506493506493,25.666666666666668,0.7547169811320754,17.666666666666668,0.38087520259319285,205.66666666666666,0.8999999999999999,3.3333333333333335,0.5,0.6666666666666666,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16863552.0,67.0,68.0,Orthodox,8357472.0,66.0,69.0,Orthodox,8503488.0
B,Flyweight,5 Rnd (5-5-5-5-5),False,0.6,0.0,0.1,74.9,0.40716374269005845,136.8,0.4457831325301204,149.4,0.25,1.6,0.32848043676069155,109.9,0.6068376068376068,11.7,0.8223684210526316,15.2,0.38467807660961695,122.7,0.6363636363636362,2.2,0.5966386554621849,11.9,711.8,7,3,0,7,3,7,0.1,0.2857142857142857,0.0,0.7142857142857143,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,217.25,0.4358108108108108,74.0,0.5376623376623376,96.25,0.5,3.0,0.3446808510638298,58.75,0.7567567567567568,9.25,0.8333333333333334,6.0,0.3937007874015748,63.5,0.6666666666666666,0.75,0.6923076923076923,9.75,547.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,64.0,69.0,Orthodox,7331040.0,65.0,68.0,Orthodox,7516800.0
R,Featherweight,3 Rnd (5-5-5),False,0.18518518518518517,0.5925925925925926,0.4074074074074074,87.96296296296296,0.5104813664596274,95.4074074074074,0.548951048951049,105.92592592592592,0.7058823529411764,0.6296296296296297,0.43213014743263856,72.85185185185185,0.7383863080684596,15.148148148148149,0.8150000000000001,7.407407407407407,0.48632218844984804,85.29629629629629,0.735483870967742,5.7407407407407405,0.6864406779661018,4.37037037037037,701.7037037037037,15,11,1,15,11,15,0.0,0.06666666666666667,0.26666666666666666,0.6,0.06666666666666667,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.0,0.18181818181818182,0.9090909090909091,0.36363636363636365,110.45454545454545,0.49272727272727274,50.0,0.6299303944315546,78.36363636363636,0.24242424242424243,3.0,0.42237442922374424,39.81818181818182,0.6833333333333333,5.454545454545454,0.8653846153846153,4.7272727272727275,0.3924050632911393,35.90909090909091,0.72,2.272727272727273,0.7538461538461537,11.818181818181818,444.8181818181818,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,70.0,73.0,Southpaw,5827680.0,67.0,69.0,Orthodox,4921344.0
R,Flyweight,3 Rnd (5-5-5),False,0.11764705882352941,0.8235294117647058,0.4117647058823529,221.05882352941177,0.44129554655870445,101.70588235294117,0.5952117863720073,159.7058823529412,0.4491525423728813,6.9411764705882355,0.3557536466774716,72.58823529411765,0.5683453237410073,16.352941176470587,0.7649769585253456,12.764705882352942,0.36651583710407243,78.0,0.696969696969697,11.647058823529411,0.6780487804878048,12.058823529411764,752.0,7,10,0,7,10,7,0.058823529411764705,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.4,0.6,0.0,0.3333333333333333,0.0,0.0,168.66666666666666,0.5870206489675516,113.0,0.6614349775784754,148.66666666666666,0.15384615384615385,8.666666666666666,0.47577092511013214,75.66666666666667,0.7831325301204819,27.666666666666668,0.896551724137931,9.666666666666666,0.5328185328185329,86.33333333333333,0.7999999999999999,6.666666666666667,0.75,20.0,673.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,67.0,66.0,Southpaw,5357664.0,68.0,70.0,Switch,6645888.0
B,Welterweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,281.0,0.5306122448979592,65.33333333333333,0.6556291390728477,100.66666666666667,0.3,3.3333333333333335,0.45833333333333337,56.0,0.9333333333333333,5.0,1.0,4.333333333333333,0.518918918918919,61.666666666666664,0.7777777777777778,3.0,0.5,0.6666666666666666,656.6666666666666,2,1,0,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,83.0,0.422069825436409,133.66666666666666,0.4446428571428571,140.0,0.15151515151515152,2.75,0.3352365415986949,102.16666666666667,0.6516393442622951,20.333333333333332,0.7985074626865671,11.166666666666666,0.3658170914542728,111.16666666666667,0.7192118226600984,16.916666666666668,0.6417910447761195,5.583333333333333,727.4166666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,71.0,72.0,Orthodox,6269184.0,71.0,73.0,Orthodox,5346432.0
R,Bantamweight,3 Rnd (5-5-5),False,0.5,0.0,0.0,49.0,0.325068870523416,181.5,0.32786885245901637,183.0,0.3333333333333333,3.0,0.2564935064935065,154.0,0.6744186046511628,21.5,0.8333333333333334,6.0,0.2920353982300885,169.5,0.7727272727272727,11.0,1.0,1.0,734.0,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,216.25,0.3733681462140992,95.75,0.5075471698113208,132.5,0.25,6.0,0.2668918918918919,74.0,0.7413793103448276,14.5,0.7241379310344828,7.25,0.30654761904761907,84.0,0.92,6.25,0.7727272727272727,5.5,580.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,67.0,67.0,Orthodox,7949664.0,69.0,71.0,Orthodox,7298208.0
B,Heavyweight,3 Rnd (5-5-5),False,0.2631578947368421,0.07894736842105263,0.02631578947368421,42.63157894736842,0.44973211471793256,83.5,0.4913031080695752,92.28947368421052,0.3333333333333333,0.631578947368421,0.34545454545454546,62.23684210526316,0.7193877551020409,10.31578947368421,0.7884615384615384,10.947368421052632,0.42536790469516467,75.10526315789474,0.66796875,6.7368421052631575,0.6666666666666667,1.6578947368421053,585.421052631579,22,15,1,22,15,22,0.13157894736842105,0.4090909090909091,0.045454545454545456,0.5454545454545454,0.0,0.4666666666666667,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,183.33333333333334,0.4187380497131931,87.16666666666667,0.5495978552278821,124.33333333333333,0.6363636363636365,1.8333333333333333,0.2997416020671834,64.5,0.7469879518072289,13.833333333333334,0.7735849056603773,8.833333333333334,0.3920335429769392,79.5,0.7666666666666667,5.0,0.5625,2.6666666666666665,802.8333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,75.0,77.0,Orthodox,2869344.0,78.0,81.0,Orthodox,6955200.0
R,Women's Strawweight,3 Rnd (5-5-5),False,0.2,0.0,0.2,71.0,0.5246478873239437,56.8,0.6588983050847458,94.4,1.0,0.6,0.40796019900497504,40.2,0.8,8.0,0.813953488372093,8.6,0.4605809128630705,48.2,0.8571428571428572,5.6,0.9333333333333332,3.0,641.0,2,3,0,2,3,2,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,124.5,0.44787644787644787,86.33333333333333,0.48585690515806984,100.16666666666667,0.3333333333333333,1.5,0.3472584856396867,63.833333333333336,0.5967741935483871,10.333333333333334,0.8493150684931507,12.166666666666666,0.4118895966029724,78.5,0.8378378378378378,6.166666666666667,0.7000000000000001,1.6666666666666667,732.1666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,63.0,63.0,Orthodox,7235136.0,63.0,65.0,Southpaw,4853952.0
R,Bantamweight,3 Rnd (5-5-5),False,0.0,1.0,1.5,194.5,0.3924731182795699,93.0,0.5137254901960784,127.5,0.18181818181818182,5.5,0.2727272727272727,60.5,0.6666666666666666,13.5,0.5789473684210527,19.0,0.36,87.5,0.875,4.0,1.0,1.5,900.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,0.4419889502762431,181.0,0.45454545454545453,187.0,0.25,4.0,0.2743362831858407,113.0,0.7213114754098361,61.0,0.7142857142857143,7.0,0.4419889502762431,181.0,0.0,0.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16857504.0,70.0,72.0,Switch,7766496.0,67.0,71.0,Orthodox,7263648.0
